Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	MATEMATIKA	MATEMATIKA	Sarjana	30	240	240	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	FISIKA	FISIKA	Sarjana	30	151	151	1:6	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	KIMIA	KIMIA	Sarjana	30	300	300	1:10	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	BIOLOGI	BIOLOGI	Sarjana	36	377	377	1:11	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TEKNIK ELEKTRO	PENDIDIKAN ELEKTRO	Sarjana	27	259	259	1:10	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TEKNIK MESIN	TEKNIK MESIN	Sarjana	27	200	200	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TEKNIK BANGUNAN	TEKNIK SIPIL	Sarjana	27	216	216	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ILMU KEOLAHRAGAAN	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	36	316	316	1:9	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER	TEKNIK INFORMATIKA	Sarjana	26	513	513	1:20	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TEKNIK ELEKTRONIKA	PENDIDIKAN ELEKTRO	Sarjana	27	120	120	1:5	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	24	1437	1437	1:60	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	STATISTIKA	STATISTIKA	Sarjana	24	444	444	1:19	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	REKAYASA KESELAMATAN KEBAKARAN	KESELAMATAN DAN KESEHATAN KERJA	Sarjana	18	536	536	1:30	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	TEKNIK MESIN	TEKNIK MESIN	Sarjana	27	926	926	1:35	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	SISTEM DAN TEKNOLOGI INFORMASI	SISTEM INFORMASI	Sarjana	18	1150	1150	1:64	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	TEKNOLOGI PENDIDIKAN	TEKNOLOGI PENDIDIKAN	Sarjana	41	282	282	1:7	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN KHUSUS	PENDIDIKAN KHUSUS	Sarjana	45	253	253	1:6	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	MANAJEMEN PENDIDIKAN	MANAJEMEN	Sarjana	45	540	540	1:12	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN MASYARAKAT	PENDIDIKAN LUAR SEKOLAH	Sarjana	45	396	396	1:9	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PEND. GURU PAUD	PENDIDIKAN ANAK USIA DINI	Sarjana	36	400	400	1:12	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	BIMBINGAN & KONSELING	BIMBINGAN DAN KONSELING	Sarjana	39	752	752	1:20	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN GURU SEKOLAH DASAR	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	59	1442	1442	1:25	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PSIKOLOGI	PSIKOLOGI	Sarjana	134	3621	3621	1:28	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	36	441	441	1:13	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	SASTRA INDONESIA	BAHASA DAN SASTRA INDONESIA	Sarjana	36	507	507	1:15	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	45	693	693	1:16	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	SASTRA INGGRIS	BAHASA INGGRIS	Sarjana	60	1259	1259	1:21	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA PRANCIS	PENDIDIKAN BAHASA PERANCIS	Sarjana	36	224	224	1:7	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA JERMAN	BAHASA JERMAN	Sarjana	36	291	291	1:9	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA ARAB	BAHASA ARAB	Sarjana	60	547	547	1:10	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA JEPANG	PENDIDIKAN BAHASA JEPANG	Sarjana	36	617	617	1:18	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TARI	SENI PERTUNJUKAN	Sarjana	36	158	158	1:5	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN MUSIK	SENI PERTUNJUKAN	Sarjana	23	121	121	1:6	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN SENI RUPA	SENI RUPA	Sarjana	23	223	223	1:10	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN PANCASILA & KEWARGANEGARAAN	PPKN	Sarjana	36	276	276	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN GEOGRAFI	GEOGRAFI	Sarjana	36	268	268	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN SEJARAH	SEJARAH	Sarjana	36	306	306	1:9	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN AGAMA ISLAM	PENDIDIKAN AGAMA ISLAM	Sarjana	45	873	873	1:20	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	SOSIOLOGI	SOSIOLOGI	Sarjana	24	637	637	1:27	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN SOSIOLOGI	SOSIOLOGI	Sarjana	36	421	421	1:12	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN KESEJAHTERAAN KELUARGA	PENDIDIKAN KESEJAHTERAAN KELUARGA	Sarjana	18	212	212	1:12	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN JASMANI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	89	374	374	1:5	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN KEPELATIHAN  OLAHRAGA	PENDIDIKAN KEPELATIHAN OLAHRAGA	Sarjana	54	313	313	1:6	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN EKONOMI	PENDIDIKAN EKONOMI	Sarjana	44	392	392	1:9	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	MANAJEMEN	MANAJEMEN	Sarjana	71	2601	2601	1:37	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	AKUNTANSI	AKUNTANSI	Sarjana	59	2350	2350	1:40	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN ILMU PENGETAHUAN SOSIAL	PENDIDIKAN IPS	Sarjana	36	267	267	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TATA BOGA	TATA BOGA	Sarjana	18	644	644	1:36	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TATA BUSANA	TATA BUSANA DAN MODE	Sarjana	18	383	383	1:22	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN TATA RIAS	TATA RIAS DAN KECANTIKAN	Sarjana	27	598	598	1:23	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BISNIS	ADMINISTRASI BISNIS	Sarjana	44	551	551	1:13	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN BAHASA MANDARIN	PENDIDIKAN BAHASA MANDARIN	Sarjana	27	346	346	1:13	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN ADMINISTRASI PERKANTORAN	ADMINISTRASI PERKANTORAN	Sarjana	44	688	688	1:16	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	OLAHRAGA REKREASI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	45	160	160	1:4	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	KEPELATIHAN KECABANGAN OLAHRAGA	PENDIDIKAN KEPELATIHAN OLAHRAGA	Sarjana	41	239	239	1:6	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	24	2780	2780	1:116	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	GEOGRAFI	GEOGRAFI	Sarjana	30	484	484	1:17	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana	54	2408	2408	1:45	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PENDIDIKAN AKUNTANSI	PENDIDIKAN AKUNTANSI	Sarjana	50	363	363	1:8	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PERPUSTAKAAN DAN SAINS INFORMASI	PERPUSTAKAAN	Sarjana	24	460	460	1:20	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ILMU HUKUM	ILMU HUKUM	Sarjana	30	1554	1554	1:52	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	EKONOMI DAN KEUANGAN ISLAM	EKONOMI SYARIAH	Sarjana	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ILMU EKONOMI	ILMU EKONOMI	Sarjana	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	HUBUNGAN MASYARAKAT DAN KOMUNIKASI DIGITAL	ILMU KOMUNIKASI	Sarjana Terapan	45	4684	4684	1:105	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	USAHA PERJALANAN WISATA	PARIWISATA	Sarjana Terapan	36	1297	1297	1:37	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	TEKNOLOGI REKAYASA OTOMASI	TEKNIK INDUSTRI	Sarjana Terapan	27	519	519	1:20	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	TEKNOLOGI REKAYASA MANUFAKTUR	TEKNIK MESIN	Sarjana Terapan	18	415	415	1:24	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG	TEKNIK SIPIL	Sarjana Terapan	24	632	632	1:27	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	MANAJEMEN PELABUHAN DAN LOGISTIK MARITIM	LOGISTIK	Sarjana Terapan	18	1333	1333	1:75	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	SENI KULINER DAN PENGOLAHAN JASA MAKANAN	TATA BOGA	Sarjana Terapan	18	1638	1638	1:91	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	DESAIN MODE	TATA BUSANA DAN MODE	Sarjana Terapan	18	782	782	1:44	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	KOSMETIK DAN PERAWATAN KECANTIKAN	TATA RIAS DAN KECANTIKAN	Sarjana Terapan	27	1447	1447	1:54	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	PEMASARAN DIGITAL	BISNIS DIGITAL	Sarjana Terapan	44	1889	1889	1:43	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	ADMINISTRASI PERKANTORAN DIGITAL	ADMINISTRASI PERKANTORAN	Sarjana Terapan	44	3198	3198	1:73	http://penmaba.unj.ac.id/
UNIVERSITAS NEGERI JAKARTA	Jakarta Raya	Kota Jakarta Timur	AKUNTANSI SEKTOR PUBLIK	AKUNTANSI	Sarjana Terapan	44	2158	2158	1:50	http://penmaba.unj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	TEKNIK MESIN	TEKNIK MESIN	Sarjana	70	1000	1000	1:15	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	TEKNIK PERKAPALAN	TEKNIK PERKAPALAN	Sarjana	35	658	658	1:19	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	70	1744	1744	1:25	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	105	1442	1442	1:14	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	SISTEM INFORMASI	SISTEM INFORMASI	Sarjana	105	1844	1844	1:18	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	KEDOKTERAN	KEDOKTERAN	Sarjana	103	2138	2138	1:21	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	KEPERAWATAN	KEPERAWATAN	Sarjana	70	1407	1407	1:21	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	KESEHATAN MASYARAKAT	KESEHATAN MASYARAKAT	Sarjana	105	2063	2063	1:20	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	GIZI	GIZI	Sarjana	70	1165	1165	1:17	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	60	761	761	1:13	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	FARMASI	FARMASI	Sarjana	30	1126	1126	1:38	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	FISIOTERAPI	FISIOTERAPI	Sarjana	35	880	880	1:26	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	MANAJEMEN	MANAJEMEN	Sarjana	160	2386	2386	1:15	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	AKUNTANSI	AKUNTANSI	Sarjana	160	2254	2254	1:15	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	HUBUNGAN INTERNASIONAL	HUBUNGAN INTERNASIONAL	Sarjana	120	1264	1264	1:11	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	180	3832	3832	1:22	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	HUKUM	ILMU HUKUM	Sarjana	240	2762	2762	1:12	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	60	1085	1085	1:19	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	EKONOMI SYARIAH	EKONOMI SYARIAH	Sarjana	60	760	760	1:13	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	ILMU POLITIK	ILMU POLITIK	Sarjana	100	928	928	1:10	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	SAINS INFORMASI	PERPUSTAKAAN	Sarjana	60	651	651	1:11	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	KAJIAN FILM, TELEVISI, DAN MEDIA	FILM DAN TELEVISI	Sarjana	20	974	974	1:49	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	SAINS DATA	STATISTIKA	Sarjana	18	334	334	1:19	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	BIOLOGI	BIOLOGI	Sarjana	15	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	HUKUM BISNIS	ILMU HUKUM	Sarjana	40	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	KEPERAWATAN	KEPERAWATAN	Diploma Tiga	35	3162	3162	1:91	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	FISIOTERAPI	FISIOTERAPI	Diploma Tiga	35	3007	3007	1:86	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	SISTEM INFORMASI	SISTEM INFORMASI	Diploma Tiga	70	3829	3829	1:55	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	PERBANKAN DAN KEUANGAN	KEUANGAN DAN PERBANKAN	Diploma Tiga	60	2578	2578	1:43	https://penmaru.upnvj.ac.id/
"UPN ""VETERAN"" JAKARTA"	Jakarta Raya	Kota Jakarta Selatan	AKUNTANSI	AKUNTANSI	Diploma Tiga	60	2606	2606	1:44	https://penmaru.upnvj.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	AGROTEKNOLOGI	AGROTEKNOLOGI	Sarjana	81	338	338	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	70	640	640	1:10	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK MESIN	TEKNIK MESIN	Sarjana	49	326	326	1:7	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	48	356	356	1:8	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	38	573	573	1:16	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	PEND. MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	72	149	149	1:3	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	AGRIBISNIS	AGRIBISNIS	Sarjana	60	295	295	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	FARMASI	FARMASI	Sarjana	40	553	553	1:14	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	GIZI	GIZI	Sarjana	40	370	370	1:10	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK KIMIA	TEKNIK KIMIA	Sarjana	30	146	146	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ILMU KEOLAHRAGAAN	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	40	84	84	1:3	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	SISTEM INFORMASI	SISTEM INFORMASI	Sarjana	33	387	387	1:12	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	30	264	264	1:9	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ILMU HUKUM	ILMU HUKUM	Sarjana	126	516	516	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	MANAJEMEN	MANAJEMEN	Sarjana	105	713	713	1:7	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	AKUNTANSI	AKUNTANSI	Sarjana	97	640	640	1:7	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	PENDIDIKAN MASYARAKAT	PENDIDIKAN LUAR SEKOLAH	Sarjana	42	178	178	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	PEND. BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	71	262	262	1:4	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	PEND. JASMANI, KESEHATAN DAN REKREASI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	70	140	140	1:2	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	PEND. BAHASA DAN SASTRA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	70	266	266	1:4	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ILMU PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana	70	314	314	1:5	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	70	664	664	1:10	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	HUBUNGAN INTERNASIONAL	HUBUNGAN INTERNASIONAL	Sarjana	37	203	203	1:6	https://pmb.unsika.ac.id/
UNIVERSITAS SINGAPERBANGSA KARAWANG	Jawa Barat	Kabupaten Karawang	ADMINISTRASI RUMAH SAKIT	ADMINISTRASI PUBLIK	Sarjana	40	399	399	1:10	https://pmb.unsika.ac.id/
